ID,Lat,Long,Altitude,Type,Name,Description,Category,State,County
295,39.525666666666666,-116.37068333333332,6100,L,3 Bars Rd,"50xlong dirt road BERM
",Public Airports,Nevada,Eureka County
296,39.275016666666666,-116.66091666666668,6510,L,Belmont Rd,"50xlong G-SW/NE BERM
",Public Airports,Nevada,Lander County
297,39.152166666666666,-116.69338333333332,6760,L,Monitor Ranch,"55x2500D-E/W slopes to East
",Public Airports,Nevada,Nye County
298,39.35071666666666,-116.89633333333332,5680,L,Monitor Wy,"50x2000D-NW/SE-Berm/Pwrln S/e end
",Public Airports,Nevada,Lander County
299,39.53483333333333,-117.13433333333332,5700,L,RaceTrackFarm,"65x1600D-E/W-pwrln E end-overgrown some
",Public Airports,Nevada,Lander County
300,39.68533333333333,-117.07333333333334,6500,L,SilverCreek,"55x1000D-dropoff E end marginal-overgrown
",Public Airports,Nevada,Lander County
301,39.69875,-117.11231666666669,6000,L,SilverCreekRD,"55x3000D road E/W Better than ranch
",Public Airports,Nevada,Lander County
302,39.599783333333335,-117.15255,5800,L,ItalianCny Rd,"50x2000D-E/W road section-low berm
",Public Airports,Nevada,Lander County
303,39.85485,-117.04836666666668,5900,L,Iowa Canyon,"100x3000D N/S owergrown places GOOD
",Public Airports,Nevada,Lander County
304,39.79305,-117.10808333333334,5300,L,Sean's Pasture,"open grass field-fence N end-ruts-cows
",Public Airports,Nevada,Lander County
305,40.04583333333333,-117.19353333333332,4900,L,AntelopeValley,"wide open field E side of HWY-pwrln N side
",Public Airports,Nevada,Lander County
306,39.99783333333333,-117.4055,4940,L,Swansons 3,"50x2500 N/S-pwrln both ends
",Public Airports,Nevada,Lander County
307,40.32495,-117.04955,4970,L,Barium Products,"50x4500D E/W road/weeds/pwrln N side/slp to W
",Public Airports,Nevada,Lander County
308,40.40903333333333,-117.04821666666666,4760,L,PerezRd,"50xlongD E/W road/Berm/pwrln E end near hwy
",Public Airports,Nevada,Lander County
309,40.3921,-117.03861666666668,4800,L,Peter's Spot,"50x1500D E/W slps to W/Berm/roadsigns both ends
",Public Airports,Nevada,Lander County
310,40.27593333333333,-117.08296666666666,4930,L,Property Rd,"50x1500D E/Wroad pwrln W end/weeds/slp to W some
",Public Airports,Nevada,Lander County
311,40.20445,-117.10446666666668,4825,L,Pasture,"longXwide D-land on N side dirt road/pwrln EW ends
",Public Airports,Nevada,Lander County
312,37.6922,-118.94091666666668,7600,L,MammothFlts,"longxwide pasture pwrln rns E-W near hwy 
",Public Airports,California,Mono County
313,37.74698333333333,-118.90313333333332,7155,L,ArculariusRd,"50x1500 D Rd E/W Berm-pwrln So side/Emergency 
",Public Airports,California,Mono County
314,37.87316666666667,-118.8974,7880,L,Sand Flats,"100x4000 N/S grass/soft/fence so end
",Public Airports,California,Mono County
315,34.2861,-118.75943333333332,938,L,H,"
",Public Airports,California,Ventura County
316,38.73075,-119.466,5050,L,Topaz,"N/S 75x2500-E/W 50x1500 D Good
",Public Airports,Nevada,Douglas County
317,39.3426,-119.3876,4270,L,RabbitLk NV,"Good
",Public Airports,Nevada,Lyon County
318,39.30458333333333,-119.25431666666668,4280,L,Road,"50x1000 D rd/wheeds on sides/E side lk ok?-emergency
",Public Airports,Nevada,Lyon County
319,37.14471666666667,-118.262,3950,L,Stewart field,"irrigation/pwrlns N side/emergency
",Public Airports,California,Inyo County
320,37.08133333333333,-118.25,3950,L,Fish Springs,"3x5 pasture/cattle/irrigation/pwrln N/S side-ok
",Public Airports,California,Inyo County
321,38.361666666666665,-118.89383333333332,6100,L,DecisionPoint,"65x2500 NE/SW D road land sw of X emergency
",Public Airports,Nevada,Mineral County
322,38.42163333333333,-118.76731666666667,8000,T,"LuckyBoyPass
",,Public Airports,Nevada,Mineral County
323,38.89886666666666,-119.64941666666668,5260,A,Pine Nut,"N/S D
",Public Airports,Nevada,Douglas County
324,34.95616666666667,-114.8305,1726,L,Bannock,"50x1000 E/W G CalTrans/obsticles/emergency only
",Public Airports,California,San Bernardino County
325,35.375933333333336,-117.85293333333334,1908,L,Saltdale," 1x1 soft/nr road/emergency only
",Public Airports,California,Kern County
326,35.0885,-116.77266666666668,1680,L,Coyote DryLk," good
",Public Airports,California,San Bernardino County
327,38.6035,-119.003,4950,L,Hilton Rnch,"
",Public Airports,Nevada,Lyon County
328,37.38366666666667,-118.18133333333331,10000,T,SchulmanGrv,"
",Public Airports,California,Inyo County
329,38.84068333333333,-117.94255,4600,L,GabbsDusterSt,"
",Public Airports,Nevada,Nye County
330,35.4314,-117.5973,3200,L,Summit,"30/150 Emergency only/Rough,R/V vehicles
",Public Airports,California,San Bernardino County
331,33.863550000000004,-112.60326666666668,2060,L,CasleWell," gated/private OK
",Public Airports,Arizona,Maricopa County
332,35.52365,-113.24178333333332,5386,L,GrdCnyCavern,"45x500 dirt/grass sides/ok
",Public Airports,Arizona,Coconino County
333,34.72285,-114.43876666666668,750,L,Topock,"N/S 10x150/gravel/slope to N/Rough
",Public Airports,Arizona,Mohave County
334,38.325,-116.2836,5243,L,WarmSprings,"NE/SW 60xlong,lights,paved,good
",Public Airports,Nevada,Nye County
335,38.60893333333333,-115.55551666666666,4690,L,RairoadValleyRd,"NW/SE 60xlong/gravel rd/ok
",Public Airports,Nevada,Nye County
336,34.73283333333333,-116.98416666666668,3060,L,Stoddard,"5x70/E/W-dirt road/emergency only
",Public Airports,California,San Bernardino County
337,34.95175,-116.638,1790,L,Harvard fields,"pwrlines all around
",Public Airports,California,San Bernardino County
338,36.292,-114.70716666666668,9000,TL,B4,"
",Public Airports,Nevada,Clark County
339,36.141666666666666,-114.53833333333333,9000,TL,B3,"
",Public Airports,Arizona,Mohave County
340,35.992,-114.54083333333334,9000,TL,B2,"
",Public Airports,Arizona,Mohave County
341,35.87616666666667,-114.65333333333334,9000,TL,B1,"
",Public Airports,Arizona,Mohave County
342,36.36933333333333,-114.77333333333333,9000,TL,B5,"
",Public Airports,Nevada,Clark County
385,36.45633333333333,-115.2905,9000,TL,B8,"
",Public Airports,Nevada,Clark County
343,39.66656666666667,-119.72316666666669,4600,A,Spanish Springs,"35X7/D/122.9
",Public Airports,Nevada,Washoe County
344,39.87211666666666,-119.701,4300,A,AirSailing,"70X10/D/122.9
",Public Airports,Nevada,Washoe County
345,36.304,-116.41731666666666,2060,A,Amargosa jnc,"16x5/D/N-S/good
",Public Airports,California,Inyo County
346,36.44805,-116.4194,2220,L,Imvite rd," longx6/E-W/G/both side Hw127/good
",Public Airports,Nevada,Nye County
347,36.58583333333333,-114.74283333333334,9000,TL,B6,"
",Public Airports,Nevada,Clark County
348,37.138333333333335,-116.86783333333334,4000,L,Coba Dry Lk," longxwide good
",Public Airports,Nevada,Nye County
349,37.17126666666667,-117.15315,4050,L,BonnieClaire Lk,"longxwide good
",Public Airports,Nevada,Nye County
350,37.09066666666666,-117.23816666666669,4200,L,W BonnieLaire Lk,"3200x500 good
",Public Airports,Nevada,Esmeralda County
351,37.717666666666666,-117.23566666666666,5700,A,Goldfield,"N/S D 60noend 50soend ok
",Public Airports,Nevada,Esmeralda County
352,37.95965,-117.26966666666668,5250,L,TonopahSo,"n/e s/w Dirtroad ne side of hwy slopeN/W ok
",Public Airports,Nevada,Esmeralda County
353,38.11271666666666,-117.31355,5400,L,GabbsPoleLine," N/S paved road ok
",Public Airports,Nevada,Esmeralda County
354,37.435833333333335,-117.28366666666666,4800,L,266widespot,"E/W500x130 open field D ok
",Public Airports,Nevada,Esmeralda County
355,37.366166666666665,-117.36583333333331,5300,L,Goldpoint,"4000x55 D slop N alot ok
",Public Airports,Nevada,Esmeralda County
356,37.47583333333333,-117.86741666666668,5100,L,DyerCircles," alfalfa circle fields D ok
",Public Airports,California,Mono County
357,37.60733333333334,-118.0065,4900,A,Dyer,"320x6 D N/S good
",Public Airports,Nevada,Esmeralda County
358,37.371833333333335,-117.98366666666666,5200,L,DeepSprings,"1000x1000 alfalfa fields sprinklers fence wires
",Public Airports,California,Inyo County
359,38.78991666666667,-119.04471666666667,4800,L,Lantana Ranch," 2000x60 DU N/S
",Public Airports,Nevada,Lyon County
360,40.18926666666667,-118.4515,4000,L,LovelockDSTR,"65x1200 D n/s someovergrow notused ok
",Public Airports,Nevada,Pershing County
361,40.4095,-116.55816666666666,4787,A,Crescent Valley," 46x7 54x6UD
",Public Airports,Nevada,Eureka County
362,41.3177,-115.24981666666666,5600,L,Mary'sRiverRN,"24x8 DU
",Public Airports,Nevada,Elko County
363,41.50933333333333,-115.85583333333334,6400,L,StevensCrosbyRn,"36x5 DU n/s
",Public Airports,Nevada,Elko County
364,41.73806666666667,-116.21626666666668,5600,L,PetanRanch,"75x7 DU e/w
",Public Airports,Nevada,Elko County
365,40.05786666666667,-115.50181666666668,6000,L,FortRubyRch,"40x6 DU e/w
",Public Airports,Nevada,White Pine County
366,40.584916666666665,-115.2977,6100,L,LLamaRnch,"32x3 N/S D Llamas fence nrbyflds ok emgency
",Public Airports,Nevada,Elko County
367,38.84988333333333,-115.6348,5100,L,Duckwater,"7x25ne/sw 9x320n/s D Good no windso
",Public Airports,Nevada,Nye County
368,36.25221666666667,-113.96551666666667,1500,L,Tassi,"14x6 e/w DU
",Public Airports,Arizona,Mohave County
369,36.089333333333336,-114.04671666666668,3000,L,PearceFerry,"29x10 n/s DU  ok?
",Public Airports,Arizona,Mohave County
370,36.51861666666667,-113.8696,3200,L,Unindentified,"38x9 n/s DU Emgency Remote
",Public Airports,Arizona,Mohave County
371,38.37905,-116.54008333333331,6330,L,6BDirtRd,"n/s D 65xlong okemergency
",Public Airports,Nevada,Nye County
372,37.491,-112.63883333333334,8150,L,StrawberryValley,"42x5 n/s DU ok?
",Public Airports,Utah,Kane County
373,37.705983333333336,-113.6408,5180,L,BerylJunction,"49x7 n/s GU ok?
",Public Airports,Utah,Iron County
374,37.97366666666667,-113.45516666666668,5100,L,SunValley,"40x5 n/s DU ok?
",Public Airports,Utah,Iron County
375,37.33883333333333,-112.22083333333332,6400,L,DeerSprings,"46x5 n/s DU
",Public Airports,Utah,Kane County
376,37.635,-113.24133333333332,5600,L,Citabriair,"35x4 n/s DU emgency
",Public Airports,Utah,Iron County
377,38.05843333333333,-117.62148333333332,4700,L,McLeansDrylk,"lakebed U emgncy
",Public Airports,Nevada,Esmeralda County
378,38.87256666666666,-116.70105,6900,L,MorganRnch,"23x9 n/s e/w DU emgcy
",Public Airports,Nevada,Nye County
379,35.296283333333335,-114.37366666666668,3700,L,WillowSprngs,"26x5 n/s As U
",Public Airports,Arizona,Mohave County
380,38.923633333333335,-117.61075,6500,L,IoneNorth,"longx60 n/s D ok
",Public Airports,Nevada,Nye County
381,38.7157,-117.71018333333332,5830,L,IoneSouth,"10x5 D n/s ok
",Public Airports,Nevada,Nye County
382,38.559783333333336,-117.65796666666668,5560,L,E Old89Rd,"20x55 e/w D pwrlns so cattle ok
",Public Airports,Nevada,Nye County
383,38.65735,-117.8364,5760,L,W Old89Rd,"30x6 e/w D pwlines so slp e some ok
",Public Airports,Nevada,Nye County
384,34.733066666666666,-116.99218333333332,3000,L,CandelberryRd,"10x60 SE/NW D bermbothsides thrash RV veh
",Public Airports,California,San Bernardino County
386,34.63235,-116.8287,3900,L,TriangleDryLk,"longxwide good
",Public Airports,California,San Bernardino County
387,34.57783333333333,-116.95578333333331,3000,TL,Nelson,"5X15 D E/W windsock ok
",Public Airports,California,San Bernardino County
388,36.47275,-118.11513333333332,9150,T,"WaltsPoint
",,Public Airports,California,Inyo County
389,39.03845,-114.82905,6820,L,WillowSprings,"5x26 D fence ends ok
",Public Airports,Nevada,White Pine County
390,40.00483333333333,-117.3885,4940,L,Swanson," U
",Public Airports,Nevada,Lander County
391,41.54903333333333,-117.83103333333334,4220,L,PineDuster," U
",Public Airports,Nevada,Humboldt County
392,39.53431666666667,-117.74811666666666,5200,L,Hudson,"1x47 D/Gr N/S radarant s end rnwy
",Public Airports,Nevada,Churchill County
394,36.27158333333333,-115.69546666666666,11900,T,MtCharlston,"
",Public Airports,Nevada,Clark County
395,36.68075,-115.09298333333334,9000,TL,B7,"
",Public Airports,Nevada,Clark County
396,34.763933333333334,-118.03078333333332,2240,L,AveE5501,"n/s wires both ends D ok
",Public Airports,California,Los Angeles County
397,36.816516666666665,-114.93315,2400,L,CoyoteSprings,"P D rd NW/SE 5x30 emergency
",Public Airports,Nevada,Clark County
398,37.3578,-115.191,3700,A,Alamo,"D 15x500 NW/SE no wind ok
",Public Airports,Nevada,Lincoln County
399,37.59831666666667,-114.856,3860,L,Caliente,"D 15x600 NE/SW overgrown emergency
",Public Airports,Nevada,Lincoln County
400,37.32038333333333,-114.94836666666669,4500,L,DelemarDrylake,"longxwide ok,
",Public Airports,Nevada,Lincoln County
401,38.37823333333333,-114.56708333333331,6000,L,PonySprings,"farmfiels emergency only
",Public Airports,Nevada,Lincoln County
402,38.66418333333333,-114.63211666666666,6000,A,GeyserRanch," N/S 6x3000 D wndsock emergency
",Public Airports,Nevada,Lincoln County
403,38.90413333333333,-114.38965,6000,A,Kirkeby,"lowbrush N/S 8x10 D nearby farms maybe better emergency
",Public Airports,Nevada,White Pine County
404,38.923116666666665,-115.0607,5670,L,895Fields,"farmfields pwrlins fence emergency
",Public Airports,Nevada,White Pine County
405,38.7194,-115.08383333333332,5400,L,GibbsonFields,"farmfields lvstock fence wires emergency
",Public Airports,Nevada,Nye County
406,38.41863333333333,-115.06538333333332,5200,L,SunnysideRd,"6x15 D E/W rdsection pwrlns berm ok 
",Public Airports,Nevada,Nye County
407,37.94105,-114.97843333333331,4800,L,318Meadow,"meadow tall grass soft emergency
",Public Airports,Nevada,Lincoln County
408,36.79575,-114.89626666666666,2200,L,CoyoteEast,"E/W 7x200D nside hwy emergency only
",Public Airports,Nevada,Clark County
409,37.61275,-114.51533333333332,4400,L,CalienteRR,"E/W 10x300D wires emergency only
",Public Airports,Nevada,Lincoln County
410,38.96848333333333,-114.03498333333332,5200,L,Garrison,"N/S 15x300D U
",Public Airports,Utah,Millard County
411,35.48886666666667,-117.95623333333332,3140,L,Hedi's," NE/SW D 6x80 emergency
",Public Airports,California,Kern County
412,38.208216666666665,-117.36553333333332,4860,L,TwrPolelineRd,"E/W 6xlong pvd good
",Public Airports,Nevada,Nye County
413,38.240966666666665,-117.38716666666669,4870,L,PoleDryLk,"NE/SW 60x14 good 
",Public Airports,Nevada,Nye County
414,38.29983333333333,-117.36501666666666,4940,L,LibertyMineRd,"NE/SW 6xlong Pvd rd good
",Public Airports,Nevada,Nye County
415,38.456516666666666,-117.36888333333332,5330,L,Peavine1,"NW/SE 55xlong Drd good
",Public Airports,Nevada,Nye County
416,38.488483333333335,-117.2875,5510,L,Peavine2,"NE/SW 8xlong Drd good
",Public Airports,Nevada,Nye County
417,38.54391666666667,-117.23488333333331,5700,L,Peavine3,"E/W 75xlong Drd slopestoE good
",Public Airports,Nevada,Nye County
418,38.49418333333333,-116.94723333333332,6400,L,MonitorX,"NE/SW 6x10sec paveRd ok
",Public Airports,Nevada,Nye County
419,38.62493333333333,-116.81913333333334,7050,L,BelmontNorth,"NE/SW 65xlong DRd good
",Public Airports,Nevada,Nye County
420,38.77413333333333,-116.7675,6800,L,Belmont3,"NW/SE 75xlong Drd good
",Public Airports,Nevada,Nye County
421,39.47456666666667,-116.53896666666668,6360,L,Belmont1,"N/S 65x100 Drd fencewside ok
",Public Airports,Nevada,Eureka County
422,39.975033333333336,-116.17238333333331,6000,L,278Pasture,"N/S LXW stream few ruts emgncy only
",Public Airports,Nevada,Eureka County
423,40.07856666666667,-116.2116,5700,L,TonkinSprings," E/W Drd65X300 pwrlnsEandWside ok
",Public Airports,Nevada,Eureka County
424,40.40603333333333,-116.11588333333331,5150,L,278Fields,"farmfields emergency only
",Public Airports,Nevada,Eureka County
425,40.68548333333333,-116.1331,4900,L,CarlinField,"25x180N/S G pwrlinN/W emergency only
",Public Airports,Nevada,Elko County
426,40.71575,-117.70776666666669,4500,L,GreenPasture,"SW/NE2x20 D rd throgh pasture ok
",Public Airports,Nevada,Pershing County
427,40.552283333333335,-117.62333333333332,4700,L,GrassValleyRd,"SE/NW65X200 Drd good
",Public Airports,Nevada,Pershing County
428,40.32645,-117.63628333333334,4600,L,GolcondaRnch,"N/S E/W X65xlong post atX Good
",Public Airports,Nevada,Pershing County
430,40.244483333333335,-118.39913333333334,4040,L,LovelockNo,"N/S 7x28 D U
",Public Airports,Nevada,Pershing County
431,37.78666666666667,-119.00135,7900,L,BaldMnt,"NW/SE wide open field gravel
",Public Airports,California,Mono County
432,34.37226666666667,-117.8058,8300,T,"MtLewis
",,Public Airports,California,Los Angeles County
433,34.35856666666667,-117.76471666666669,9400,T,"BadenPowel
",,Public Airports,California,Los Angeles County
434,34.371233333333336,-117.85805,8082,T,"MtWilliamson
",,Public Airports,California,Los Angeles County
435,34.4061,-117.79398333333332,6150,T,"Chimney
",,Public Airports,California,Los Angeles County
436,34.41395,-117.81413333333332,5400,T,"TonysCorner
",,Public Airports,California,Los Angeles County
437,34.377383333333334,-117.62266666666666,5800,T,"NoWrightwood
",,Public Airports,California,San Bernardino County
438,35.43613333333333,-115.92445,4450,T,"McrwTwr
",,Public Airports,California,San Bernardino County
439,37.83695,-118.49495,5400,L,BentonFields," fence N end emergency
",Public Airports,California,Mono County
440,37.86845,-118.49476666666666,5480,L,FoothillRd,"D N/S 60x400 berm emergency ok
",Public Airports,California,Mono County
441,38.37956666666667,-118.94016666666668,6000,L,9MileRanch,"N/S 9x150 G slopes to the N some Ok
",Public Airports,Nevada,Mineral County
442,38.31701666666667,-118.53433333333334,5600,L,WhiskeyFlatR,"open farm fields emergency
",Public Airports,Nevada,Mineral County
443,38.361466666666665,-118.2572,5600,L,GarfieldDrylk,"fenced in mltr lnd south or west edge
",Public Airports,Nevada,Mineral County
444,38.37583333333333,-118.1953,5500,L,GarfieldRd,"E/w D rd 6x200 slopes E low berm
",Public Airports,Nevada,Mineral County
445,37.94041666666666,-118.35433333333332,6360,L,NicolsRanch,"farm filed s of Ranch fence all around
",Public Airports,Nevada,Mineral County
446,36.262883333333335,-117.98876666666666,3700,L,TomsFallow," 30X80 N/S field emergency
",Public Airports,California,Inyo County
447,36.73483333333333,-117.9859,10800,T,"MtInyo
",,Public Airports,California,Inyo County
448,33.660716666666666,-114.24958333333332,940,L,Quartzsite," 90x170 n/s GR windsock good
",Public Airports,Arizona,La Paz County
449,34.909816666666664,-112.52803333333334,4429,A,BigSprings,"9x450 e/w G L slop both e some good
",Public Airports,Arizona,Yavapai County
450,35.67423333333333,-114.10838333333334,2760,L,Red Lake," longxwide U
",Public Airports,Arizona,Mohave County
451,35.1545,-114.23605,2532,L,Colorado Rd," 65x130 n/s D U
",Public Airports,Arizona,Mohave County
452,33.698933333333336,-115.63695,1333,A,JulianHinds,"7x200A e/sw wndso good but locked 
",Public Airports,California,Riverside County
453,39.295316666666665,-117.9934,4680,L,BenchCreek Ranch,"220x100 pasture live stock
",Public Airports,Nevada,Churchill County
454,33.57321666666667,-114.89683333333332,420,L,Chuckawalla,"EMERG n/s 90w paved rd pwrliE fenceW sign S end
",Public Airports,California,Riverside County
455,33.59315,-114.60563333333332,262,AL,CyrAviation,"n/s 5x240A lights good
",Public Airports,California,Riverside County
456,33.67945,-113.94278333333334,1348,L,Brenda,"9x10 n/s D pwrl wend trees Eend gated ok
",Public Airports,Arizona,La Paz County
457,33.66226666666667,-113.76631666666668,1175,L,Vicksburg,"15x1500 n/sD levee pwrl Nend emergency
",Public Airports,Arizona,La Paz County
458,35.77878333333334,-114.12586666666668,2840,L,Antares1,"n/s Drd 65xlong pwrl Nend ok
",Public Airports,Arizona,Mohave County
459,35.65873333333333,-113.9505,2870,L,Antares4,"n/s Drd 65xlong ok
",Public Airports,Arizona,Mohave County
460,35.495,-113.83736666666668,3100,L,Antares5,"n/s Drd 65xlong ok
",Public Airports,Arizona,Mohave County
461,35.21665,-112.4195,5370,L,AshFoInt,"ne/sw 10x120Gslope bo end n/s6x10D slopSo Good wndsoc
",Public Airports,Arizona,Coconino County
462,34.7365,-112.4494,4766,AL,RobinAP,"n/s 5x160D L pwrl N end wndso locked ok
",Public Airports,Arizona,Yavapai County
463,33.08525,-112.16158333333334,1272,AL,Estrella," e/w 7x250A wndso good
",Public Airports,Arizona,Pinal County
464,33.112233333333336,-112.66271666666668,767,AL,Lakeside,"n/s 65x270A good
",Public Airports,Arizona,Maricopa County
465,33.53061666666667,-112.95793333333332,1228,L,Tonopah," nw/se 75x300D good
",Public Airports,Arizona,Maricopa County
466,33.56583333333333,-113.35073333333334,1360,L,Ave75,"10x10 pasture so of hwy10 phonlns emergency
",Public Airports,Arizona,La Paz County
467,33.53615,-113.16236666666668,1222,L,SalomeRd,"n/s 7x200D levee pwrl e/n side emergency
",Public Airports,Arizona,Maricopa County
468,33.39561666666667,-113.22305,1207,AL,Eagletail,"e/w 10x380D L windso good
",Public Airports,Arizona,Maricopa County
469,33.608916666666666,-114.98271666666666,1260,L,FordSpot," 10x10D soft emrgency
",Public Airports,California,Riverside County
470,35.1734,-113.79665,4300,L,DallyField," 40x90 n/s low brush emergency
",Public Airports,Arizona,Mohave County
471,33.847633333333334,-115.46038333333334,1100,AL,EagleMntn,"10x300A n/s slope to so windso good
",Public Airports,California,Riverside County
472,33.6818,-115.24555,700,L,Chuck1,"6x10A e/w endroad ok
",Public Airports,California,Riverside County
473,33.606,-115.00215,380,L,Chuck2,"7xlong e/w road section nsidepwln ok
",Public Airports,California,Riverside County
474,33.580733333333335,-113.59703333333331,1350,L,Hovetter,"old airport overgrown pick clearing emergency
",Public Airports,Arizona,La Paz County
475,33.69245,-113.47428333333332,1580,L,SalomeFields,"15x15 fields OK
",Public Airports,Arizona,La Paz County
476,33.62145,-113.76906666666666,1220,L,Tomahawk,"10x15n/s G field sotruckstop ok
",Public Airports,Arizona,La Paz County
477,33.580616666666664,-113.3524,1380,L,75thEastFields,"20x20 fieldsboth sidesofRD pwrln noend ok
",Public Airports,Arizona,La Paz County
478,33.2492,-112.81188333333333,820,L,GilaCompressor," U Emergency
",Public Airports,Arizona,Maricopa County
479,33.32321666666667,-112.75568333333334,850,L,Arlington," U Emergency
",Public Airports,Arizona,Maricopa County
489,34.43436666666667,-116.77086666666666,3060,L,PigLake,"G 30x220e/w Rough OkEMERGENCY
",Public Airports,California,San Bernardino County
490,34.56143333333333,-117.6012,3070,L,BrickleyField," D E/W 10x300 gldr fld good
",Public Airports,California,San Bernardino County
491,38.1666,-116.67843333333332,5900,L,StoneCabinRd,"D ne/sw 6xlong slps to N some ok
",Public Airports,Nevada,Nye County
492,38.15611666666667,-116.62625,5650,L,5DirtRoad,"D 65xlong ne/sw ok
",Public Airports,Nevada,Nye County
493,38.14208333333333,-116.58223333333332,5635,L,7DirtRoad," D 7xlong n/s good
",Public Airports,Nevada,Nye County
494,38.25175,-116.58536666666669,5765,L,6DirtRoad," D 6xlong n/s slopeto N some ok
",Public Airports,Nevada,Nye County
495,38.48141666666667,-116.19661666666669,5730,L,1HotCreekRd,"D 60xLong nw/se ok
",Public Airports,Nevada,Nye County
496,38.48265,-116.20838333333332,5670,L,2HotCreekRd," D e/w 55xlong narrow but ok
",Public Airports,Nevada,Nye County
497,38.55245,-115.69203333333331,4718,L,11DryLake,"softsurface lnd near rd longxwide Emergency
",Public Airports,Nevada,Nye County
498,38.63021666666667,-115.60015,4775,L,1RailroadValleyRd,"D 6xlong nw/se lowberm ok
",Public Airports,Nevada,Nye County
499,39.6762,-114.77868333333332,5900,L,Farm1,"farmfields pick spot fence OkEmergency
",Public Airports,Nevada,White Pine County
500,39.79593333333333,-114.73608333333334,6130,L,WhitePineRd,"D 6x200 E/W slp to W some ok
",Public Airports,Nevada,White Pine County
501,39.88646666666666,-114.75516666666668,5920,L,CherryCreek,"G 65x700 widespt n/s pwrlns S end ok
",Public Airports,Nevada,White Pine County
502,40.09095,-114.62433333333334,5900,L,Field16," Farmfields bothsideHwy pick spot okemergency
",Public Airports,Nevada,White Pine County
503,40.8937,-114.9676,5650,L,TwoStarFrm," D e/w rnwylooksovergrown pckspotnrbyflds wires okemergency
",Public Airports,Nevada,Elko County
504,40.67576666666667,-115.1314,6090,L,NRubyVallyRd," D nw/se 6xlong ok
",Public Airports,Nevada,Elko County
505,40.66043333333333,-115.16085,6040,L,RubyCircles," Farmfields pckspot emergencyOk
",Public Airports,Nevada,Elko County
505,40.30001666666666,-115.4142,6000,L,RubyWashRd,"D e/w rd 6x300 U looksOkEmergency
",Public Airports,Nevada,Elko County
506,40.7728,-115.18635,6280,L,RubyFields," Farmfields pckSpot emergency
",Public Airports,Nevada,Elko County
507,38.212633333333336,-116.60806666666667,5730,L,6A DirtRd,"D 6xlong n/s ok
",Public Airports,Nevada,Nye County
508,40.80511666666666,-115.00608333333334,5600,L,93Pastures," open pasture livestck okEmrgency
",Public Airports,Nevada,Elko County
509,40.25521666666667,-114.7323,5880,L,Currie," ne/sw DroadThroughFld 1x150 okEmergency
",Public Airports,Nevada,Elko County
510,39.33968333333333,-115.91106666666668,6050,L,379DirtRd," nw/se 8x200Drd U looksokEmergency
",Public Airports,Nevada,Eureka County
511,39.8593,-115.73401666666666,6000,L,StraberryFlds," farmFields U emergency
",Public Airports,Nevada,White Pine County
512,35.1521,-115.18926666666668,4110,L,CampCalifornia,"E/W50x16D slope to E some emergency
",Public Airports,California,San Bernardino County
513,34.88923333333334,-115.09451666666666,4060,L,Goff2,"900x75G N/S wires w side emergency
",Public Airports,California,San Bernardino County
514,34.87335,-117.12668333333332,2246,L,Doghouse,"400x170pasture middle best ok
",Public Airports,California,San Bernardino County
515,34.84631666666667,-117.19923333333334,2245,L,Hinkley1,"150x60pasture slps some to east ok
",Public Airports,California,San Bernardino County
516,34.8643,-117.1833,2200,L,Hinkley2,"180x21pasture phonelines middle best ok
",Public Airports,California,San Bernardino County
517,35.56308333333333,-117.91711666666669,3089,L,RobRst,"N/S 100x7D temporary emrgncy
",Public Airports,California,Kern County
